Z,Groen et al,Schmitt et al,Simulation (extended cermide),Simulation (hairpin ceramide)
-2.9367,80.614,NaN,NaN,NaN
-2.9366,80.63,NaN,NaN,NaN
-2.9365,80.647,NaN,NaN,NaN
-2.9364,80.663,NaN,NaN,NaN
-2.9363,80.68,NaN,NaN,NaN
-2.9362,80.696,NaN,NaN,NaN
-2.9361,80.713,NaN,NaN,NaN
-2.936,80.729,NaN,NaN,NaN
-2.9359,80.746,NaN,NaN,NaN
-2.9358,80.762,NaN,NaN,NaN
-2.9357,80.779,NaN,NaN,NaN
-2.9356,80.795,NaN,NaN,NaN
-2.9355,80.812,NaN,NaN,NaN
-2.9354,80.828,NaN,NaN,NaN
-2.9353,80.845,NaN,NaN,NaN
-2.9352,80.861,NaN,NaN,NaN
-2.9351,80.878,NaN,NaN,NaN
-2.935,80.894,NaN,NaN,NaN
-2.9349,80.911,NaN,NaN,NaN
-2.9348,80.927,NaN,NaN,NaN
-2.9347,80.943,NaN,NaN,NaN
-2.9346,80.96,NaN,NaN,NaN
-2.9345,80.976,NaN,NaN,NaN
-2.9344,80.993,NaN,NaN,NaN
-2.9343,81.009,NaN,NaN,NaN
-2.9342,81.026,NaN,NaN,NaN
-2.9341,81.042,NaN,NaN,NaN
-2.934,81.059,NaN,NaN,NaN
-2.9339,81.075,NaN,NaN,NaN
-2.9338,81.092,NaN,NaN,NaN
-2.9337,81.108,NaN,NaN,NaN
-2.9336,81.125,NaN,NaN,NaN
-2.9335,81.141,NaN,NaN,NaN
-2.9334,81.158,NaN,NaN,NaN
-2.9333,81.174,NaN,NaN,NaN
-2.9332,81.191,NaN,NaN,NaN
-2.9331,81.207,NaN,NaN,NaN
-2.933,81.224,NaN,NaN,NaN
-2.9329,81.24,NaN,NaN,NaN
-2.9328,81.257,NaN,NaN,NaN
-2.9327,81.273,NaN,NaN,NaN
-2.9326,81.289,NaN,NaN,NaN
-2.9325,81.306,NaN,NaN,NaN
-2.9324,81.322,NaN,NaN,NaN
-2.9323,81.339,NaN,NaN,NaN
-2.9322,81.355,NaN,NaN,NaN
-2.9321,81.372,NaN,NaN,NaN
-2.932,81.388,NaN,NaN,NaN
-2.9319,81.405,NaN,NaN,NaN
-2.9318,81.421,NaN,NaN,NaN
-2.9317,81.438,NaN,NaN,NaN
-2.9316,81.454,NaN,NaN,NaN
-2.9315,81.471,NaN,NaN,NaN
-2.9314,81.487,NaN,NaN,NaN
-2.9313,81.504,NaN,NaN,NaN
-2.9312,81.52,NaN,NaN,NaN
-2.9311,81.537,NaN,NaN,NaN
-2.931,81.553,NaN,NaN,NaN
-2.9309,81.57,NaN,NaN,NaN
-2.9308,81.586,NaN,NaN,NaN
-2.9307,81.602,NaN,NaN,NaN
-2.9306,81.619,NaN,NaN,NaN
-2.9305,81.635,NaN,NaN,NaN
-2.9304,81.652,NaN,NaN,NaN
-2.9303,81.668,NaN,NaN,NaN
-2.9302,81.685,NaN,NaN,NaN
-2.9301,81.701,NaN,NaN,NaN
-2.93,81.718,NaN,NaN,NaN
-2.9299,81.734,NaN,NaN,NaN
-2.9298,81.751,NaN,NaN,NaN
-2.9297,81.767,NaN,NaN,NaN
-2.9296,81.784,NaN,NaN,NaN
-2.9295,81.8,NaN,NaN,NaN
-2.9294,81.817,NaN,NaN,NaN
-2.9293,81.833,NaN,NaN,NaN
-2.9292,81.85,NaN,NaN,NaN
-2.9291,81.866,NaN,NaN,NaN
-2.929,81.883,NaN,NaN,NaN
-2.9289,81.899,NaN,NaN,NaN
-2.9288,81.915,NaN,NaN,NaN
-2.9287,81.932,NaN,NaN,NaN
-2.9286,81.948,NaN,NaN,NaN
-2.9285,81.965,NaN,NaN,NaN
-2.9284,81.981,NaN,NaN,NaN
-2.9283,81.998,NaN,NaN,NaN
-2.9282,82.014,NaN,NaN,NaN
-2.9281,82.031,NaN,NaN,NaN
-2.928,82.047,NaN,NaN,NaN
-2.9279,82.064,NaN,NaN,NaN
-2.9278,82.08,NaN,NaN,NaN
-2.9277,82.097,NaN,NaN,NaN
-2.9276,82.113,NaN,NaN,NaN
-2.9275,82.13,NaN,NaN,NaN
-2.9274,82.146,NaN,NaN,NaN
-2.9273,82.163,NaN,NaN,NaN
-2.9272,82.179,NaN,NaN,NaN
-2.9271,82.196,NaN,NaN,NaN
-2.927,82.212,NaN,NaN,NaN
-2.9269,82.228,NaN,NaN,NaN
-2.9268,82.245,NaN,NaN,NaN
-2.9267,82.261,NaN,NaN,NaN
-2.9266,82.278,NaN,NaN,NaN
-2.9265,82.294,NaN,NaN,NaN
-2.9264,82.311,NaN,NaN,NaN
-2.9263,82.327,NaN,NaN,NaN
-2.9262,82.344,NaN,NaN,NaN
-2.9261,82.36,NaN,NaN,NaN
-2.926,82.377,NaN,NaN,NaN
-2.9259,82.393,NaN,NaN,NaN
-2.9258,82.41,NaN,NaN,NaN
-2.9257,82.426,NaN,NaN,NaN
-2.9256,82.443,NaN,NaN,NaN
-2.9255,82.459,NaN,NaN,NaN
-2.9254,82.476,NaN,NaN,NaN
-2.9253,82.492,NaN,NaN,NaN
-2.9252,82.509,NaN,NaN,NaN
-2.9251,82.525,NaN,NaN,NaN
-2.925,82.541,NaN,NaN,NaN
-2.9249,82.558,NaN,NaN,NaN
-2.9248,82.574,NaN,NaN,NaN
-2.9247,82.591,NaN,NaN,NaN
-2.9246,82.607,NaN,NaN,NaN
-2.9245,82.624,NaN,NaN,NaN
-2.9244,82.64,NaN,NaN,NaN
-2.9243,82.657,NaN,NaN,NaN
-2.9242,82.673,NaN,NaN,NaN
-2.9241,82.69,NaN,NaN,NaN
-2.924,82.706,NaN,NaN,NaN
-2.9239,82.723,NaN,NaN,NaN
-2.9238,82.739,NaN,NaN,NaN
-2.9237,82.756,NaN,NaN,NaN
-2.9236,82.772,NaN,NaN,NaN
-2.9235,82.789,NaN,NaN,NaN
-2.9234,82.805,NaN,NaN,NaN
-2.9233,82.822,NaN,NaN,NaN
-2.9232,82.838,NaN,NaN,NaN
-2.9231,82.854,NaN,NaN,NaN
-2.923,82.871,NaN,NaN,NaN
-2.9229,82.887,NaN,NaN,NaN
-2.9228,82.904,NaN,NaN,NaN
-2.9227,82.92,NaN,NaN,NaN
-2.9226,82.937,NaN,NaN,NaN
-2.9225,82.953,NaN,NaN,NaN
-2.9224,82.97,NaN,NaN,NaN
-2.9223,82.986,NaN,NaN,NaN
-2.9222,83.003,NaN,NaN,NaN
-2.9221,83.019,NaN,NaN,NaN
-2.922,83.036,NaN,NaN,NaN
-2.9219,83.052,NaN,NaN,NaN
-2.9218,83.069,NaN,NaN,NaN
-2.9217,83.085,NaN,NaN,NaN
-2.9216,83.102,NaN,NaN,NaN
-2.9215,83.118,NaN,NaN,NaN
-2.9214,83.135,NaN,NaN,NaN
-2.9213,83.151,NaN,NaN,NaN
-2.9212,83.167,NaN,NaN,NaN
-2.9211,83.184,NaN,NaN,NaN
-2.921,83.2,NaN,NaN,NaN
-2.9209,83.217,NaN,NaN,NaN
-2.9208,83.233,NaN,NaN,NaN
-2.9207,83.25,NaN,NaN,NaN
-2.9206,83.266,NaN,NaN,NaN
-2.9205,83.283,NaN,NaN,NaN
-2.9204,83.299,NaN,NaN,NaN
-2.9203,83.316,NaN,NaN,NaN
-2.9202,83.332,NaN,NaN,NaN
-2.9201,83.349,NaN,NaN,NaN
-2.92,83.365,NaN,NaN,NaN
-2.9199,83.382,NaN,NaN,NaN
-2.9198,83.398,NaN,NaN,NaN
-2.9197,83.415,NaN,NaN,NaN
-2.9196,83.431,NaN,NaN,NaN
-2.9195,83.448,NaN,NaN,NaN
-2.9194,83.464,NaN,NaN,NaN
-2.9193,83.48,NaN,NaN,NaN
-2.9192,83.497,NaN,NaN,NaN
-2.9191,83.513,NaN,NaN,NaN
-2.919,83.53,NaN,NaN,NaN
-2.9189,83.546,NaN,NaN,NaN
-2.9188,83.563,NaN,NaN,NaN
-2.9187,83.579,NaN,NaN,NaN
-2.9186,83.596,NaN,NaN,NaN
-2.9185,83.612,NaN,NaN,NaN
-2.9184,83.629,NaN,NaN,NaN
-2.9183,83.645,NaN,NaN,NaN
-2.9182,83.662,NaN,NaN,NaN
-2.9181,83.678,NaN,NaN,NaN
-2.918,83.695,NaN,NaN,NaN
-2.9179,83.711,NaN,NaN,NaN
-2.9178,83.728,NaN,NaN,NaN
-2.9177,83.744,NaN,NaN,NaN
-2.9176,83.761,NaN,NaN,NaN
-2.9175,83.777,NaN,NaN,NaN
-2.9174,83.793,NaN,NaN,NaN
-2.9173,83.81,NaN,NaN,NaN
-2.9172,83.826,NaN,NaN,NaN
-2.9171,83.843,NaN,NaN,NaN
-2.917,83.859,NaN,NaN,NaN
-2.9169,83.876,NaN,NaN,NaN
-2.9168,83.892,NaN,NaN,NaN
-2.9167,83.909,NaN,NaN,NaN
-2.9166,83.925,NaN,NaN,NaN
-2.9165,83.942,NaN,NaN,NaN
-2.9164,83.958,NaN,NaN,NaN
-2.9163,83.975,NaN,NaN,NaN
-2.9162,83.991,NaN,NaN,NaN
-2.9161,84.008,NaN,NaN,NaN
-2.916,84.024,NaN,NaN,NaN
-2.9159,84.041,NaN,NaN,NaN
-2.9158,84.057,NaN,NaN,NaN
-2.9157,84.074,NaN,NaN,NaN
-2.9156,84.09,NaN,NaN,NaN
-2.9155,84.106,NaN,NaN,NaN
-2.9154,84.123,NaN,NaN,NaN
-2.9153,84.139,NaN,NaN,NaN
-2.9152,84.156,NaN,NaN,NaN
-2.9151,84.172,NaN,NaN,NaN
-2.915,84.189,NaN,NaN,NaN
-2.9149,84.205,NaN,NaN,NaN
-2.9148,84.222,NaN,NaN,NaN
-2.9147,84.238,NaN,NaN,NaN
-2.9146,84.255,NaN,NaN,NaN
-2.9145,84.271,NaN,NaN,NaN
-2.9144,84.288,NaN,NaN,NaN
-2.9143,84.304,NaN,NaN,NaN
-2.9142,84.321,NaN,NaN,NaN
-2.9141,84.337,NaN,NaN,NaN
-2.914,84.354,NaN,NaN,NaN
-2.9139,84.37,NaN,NaN,NaN
-2.9138,84.387,NaN,NaN,NaN
-2.9137,84.403,NaN,NaN,NaN
-2.9136,84.419,NaN,NaN,NaN
-2.9135,84.436,NaN,NaN,NaN
-2.9134,84.452,NaN,NaN,NaN
-2.9133,84.469,NaN,NaN,NaN
-2.9132,84.485,NaN,NaN,NaN
-2.9131,84.502,NaN,NaN,NaN
-2.913,84.518,NaN,NaN,NaN
-2.9129,84.535,NaN,NaN,NaN
-2.9128,84.551,NaN,NaN,NaN
-2.9127,84.568,NaN,NaN,NaN
-2.9126,84.584,NaN,NaN,NaN
-2.9125,84.601,NaN,NaN,NaN
-2.9124,84.617,NaN,NaN,NaN
-2.9123,84.634,NaN,NaN,NaN
-2.9122,84.65,NaN,NaN,NaN
-2.9121,84.667,NaN,NaN,NaN
-2.912,84.683,NaN,NaN,NaN
-2.9119,84.7,NaN,NaN,NaN
-2.9118,84.716,NaN,NaN,NaN
-2.9117,84.732,NaN,NaN,NaN
-2.9116,84.749,NaN,NaN,NaN
-2.9115,84.765,NaN,NaN,NaN
-2.9114,84.782,NaN,NaN,NaN
-2.9113,84.798,NaN,NaN,NaN
-2.9112,84.815,NaN,NaN,NaN
-2.9111,84.831,NaN,NaN,NaN
-2.911,84.848,NaN,NaN,NaN
-2.9109,84.864,NaN,NaN,NaN
-2.9108,84.881,NaN,NaN,NaN
-2.9107,84.897,NaN,NaN,NaN
-2.9106,84.914,NaN,NaN,NaN
-2.9105,84.93,NaN,NaN,NaN
-2.9104,84.947,NaN,NaN,NaN
-2.9103,84.963,NaN,NaN,NaN
-2.9102,84.98,NaN,NaN,NaN
-2.9101,84.996,NaN,NaN,NaN
-2.91,85.013,NaN,NaN,NaN
-2.9099,85.029,NaN,NaN,NaN
-2.9098,85.045,NaN,NaN,NaN
-2.9097,85.062,NaN,NaN,NaN
-2.9096,85.078,NaN,NaN,NaN
-2.9095,85.095,NaN,NaN,NaN
-2.9094,85.111,NaN,NaN,NaN
-2.9093,85.128,NaN,NaN,NaN
-2.9092,85.144,NaN,NaN,NaN
-2.9091,85.161,NaN,NaN,NaN
-2.909,85.177,NaN,NaN,NaN
-2.9089,85.194,NaN,NaN,NaN
-2.9088,85.21,NaN,NaN,NaN
-2.9087,85.227,NaN,NaN,NaN
-2.9086,85.243,NaN,NaN,NaN
-2.9085,85.26,NaN,NaN,NaN
-2.9084,85.276,NaN,NaN,NaN
-2.9083,85.293,NaN,NaN,NaN
-2.9082,85.309,NaN,NaN,NaN
-2.9081,85.326,NaN,NaN,NaN
-2.908,85.342,NaN,NaN,NaN
-2.9079,85.358,NaN,NaN,NaN
-2.9078,85.375,NaN,NaN,NaN
-2.9077,85.391,NaN,NaN,NaN
-2.9076,85.408,NaN,NaN,NaN
-2.9075,85.424,NaN,NaN,NaN
-2.9074,85.441,NaN,NaN,NaN
-2.9073,85.457,NaN,NaN,NaN
-2.9072,85.474,NaN,NaN,NaN
-2.9071,85.49,NaN,NaN,NaN
-2.907,85.507,NaN,NaN,NaN
-2.9069,85.523,NaN,NaN,NaN
-2.9068,85.54,NaN,NaN,NaN
-2.9067,85.556,NaN,NaN,NaN
-2.9066,85.573,NaN,NaN,NaN
-2.9065,85.589,NaN,NaN,NaN
-2.9064,85.606,NaN,NaN,NaN
-2.9063,85.622,NaN,NaN,NaN
-2.9062,85.639,NaN,NaN,NaN
-2.9061,85.655,NaN,NaN,NaN
-2.906,85.671,NaN,NaN,NaN
-2.9059,85.688,NaN,NaN,NaN
-2.9058,85.704,NaN,NaN,NaN
-2.9057,85.721,NaN,NaN,NaN
-2.9056,85.737,NaN,NaN,NaN
-2.9055,85.754,NaN,NaN,NaN
-2.9054,85.77,NaN,NaN,NaN
-2.9053,85.787,NaN,NaN,NaN
-2.9052,85.803,NaN,NaN,NaN
-2.9051,85.82,NaN,NaN,NaN
-2.905,85.836,NaN,NaN,NaN
-2.9049,85.853,NaN,NaN,NaN
-2.9048,85.869,NaN,NaN,NaN
-2.9047,85.886,NaN,NaN,NaN
-2.9046,85.902,NaN,NaN,NaN
-2.9045,85.919,NaN,NaN,NaN
-2.9044,85.935,NaN,NaN,NaN
-2.9043,85.952,NaN,NaN,NaN
-2.9042,85.968,NaN,NaN,NaN
-2.9041,85.984,NaN,NaN,NaN
-2.904,86.001,NaN,NaN,NaN
-2.9039,86.017,NaN,NaN,NaN
-2.9038,86.034,NaN,NaN,NaN
-2.9037,86.05,NaN,NaN,NaN
-2.9036,86.067,NaN,NaN,NaN
-2.9035,86.083,NaN,NaN,NaN
-2.9034,86.1,NaN,NaN,NaN
-2.9033,86.116,NaN,NaN,NaN
-2.9032,86.133,NaN,NaN,NaN
-2.9031,86.149,NaN,NaN,NaN
-2.903,86.166,NaN,NaN,NaN
-2.9029,86.182,NaN,NaN,NaN
-2.9028,86.199,NaN,NaN,NaN
-2.9027,86.215,NaN,NaN,NaN
-2.9026,86.232,NaN,NaN,NaN
-2.9025,86.248,NaN,NaN,NaN
-2.9024,86.265,NaN,NaN,NaN
-2.9023,86.281,NaN,NaN,NaN
-2.9022,86.297,NaN,NaN,NaN
-2.9021,86.314,NaN,NaN,NaN
-2.902,86.33,NaN,NaN,NaN
-2.9019,86.347,NaN,NaN,NaN
-2.9018,86.363,NaN,NaN,NaN
-2.9017,86.38,NaN,NaN,NaN
-2.9016,86.396,NaN,NaN,NaN
-2.9015,86.413,NaN,NaN,NaN
-2.9014,86.43,NaN,NaN,NaN
-2.9013,86.449,NaN,NaN,NaN
-2.9012,86.468,NaN,NaN,NaN
-2.9011,86.488,NaN,NaN,NaN
-2.901,86.507,NaN,NaN,NaN
-2.9009,86.526,NaN,NaN,NaN
-2.9008,86.545,NaN,NaN,NaN
-2.9007,86.564,NaN,NaN,NaN
-2.9006,86.584,NaN,NaN,NaN
-2.9005,86.603,NaN,NaN,NaN
-2.9004,86.622,NaN,NaN,NaN
-2.9003,86.641,NaN,NaN,NaN
-2.9002,86.661,NaN,NaN,NaN
-2.9001,86.68,NaN,NaN,NaN
-2.9,86.699,NaN,NaN,NaN
-2.8999,86.718,NaN,NaN,NaN
-2.8998,86.737,NaN,NaN,NaN
-2.8997,86.757,NaN,NaN,NaN
-2.8996,86.776,NaN,NaN,NaN
-2.8995,86.795,NaN,NaN,NaN
-2.8994,86.814,NaN,NaN,NaN
-2.8993,86.834,NaN,NaN,NaN
-2.8992,86.853,NaN,NaN,NaN
-2.8991,86.872,NaN,NaN,NaN
-2.899,86.891,NaN,NaN,NaN
-2.8989,86.91,NaN,NaN,NaN
-2.8988,86.93,NaN,NaN,NaN
-2.8987,86.949,NaN,NaN,NaN
-2.8986,86.968,NaN,NaN,NaN
-2.8985,86.987,NaN,NaN,NaN
-2.8984,87.007,NaN,NaN,NaN
-2.8983,87.026,NaN,NaN,NaN
-2.8982,87.045,NaN,NaN,NaN
-2.8981,87.064,NaN,NaN,NaN
-2.898,87.083,NaN,NaN,NaN
-2.8979,87.103,NaN,NaN,NaN
-2.8978,87.122,NaN,NaN,NaN
-2.8977,87.141,NaN,NaN,NaN
-2.8976,87.16,NaN,NaN,NaN
-2.8975,87.18,NaN,NaN,NaN
-2.8974,87.199,NaN,NaN,NaN
-2.8973,87.218,NaN,NaN,NaN
-2.8972,87.237,NaN,NaN,NaN
-2.8971,87.256,NaN,NaN,NaN
-2.897,87.276,NaN,NaN,NaN
-2.8969,87.295,NaN,NaN,NaN
-2.8968,87.314,NaN,NaN,NaN
-2.8967,87.333,NaN,NaN,NaN
-2.8966,87.352,NaN,NaN,NaN
-2.8965,87.372,NaN,NaN,NaN
-2.8964,87.391,NaN,NaN,NaN
-2.8963,87.41,NaN,NaN,NaN
-2.8962,87.429,NaN,NaN,NaN
-2.8961,87.449,NaN,NaN,NaN
-2.896,87.468,NaN,NaN,NaN
-2.8959,87.487,NaN,NaN,NaN
-2.8958,87.506,NaN,NaN,NaN
-2.8957,87.525,NaN,NaN,NaN
-2.8956,87.545,NaN,NaN,NaN
-2.8955,87.564,NaN,NaN,NaN
-2.8954,87.583,NaN,NaN,NaN
-2.8953,87.602,NaN,NaN,NaN
-2.8952,87.622,NaN,NaN,NaN
-2.8951,87.641,NaN,NaN,NaN
-2.895,87.66,NaN,NaN,NaN
-2.8949,87.679,NaN,NaN,NaN
-2.8948,87.698,NaN,NaN,NaN
-2.8947,87.718,NaN,NaN,NaN
-2.8946,87.737,NaN,NaN,NaN
-2.8945,87.756,NaN,NaN,NaN
-2.8944,87.775,NaN,NaN,NaN
-2.8943,87.795,NaN,NaN,NaN
-2.8942,87.814,NaN,NaN,NaN
-2.8941,87.833,NaN,NaN,NaN
-2.894,87.852,NaN,NaN,NaN
-2.8939,87.871,NaN,NaN,NaN
-2.8938,87.891,NaN,NaN,NaN
-2.8937,87.91,NaN,NaN,NaN
-2.8936,87.929,NaN,NaN,NaN
-2.8935,87.948,NaN,NaN,NaN
-2.8934,87.968,NaN,NaN,NaN
-2.8933,87.987,NaN,NaN,NaN
-2.8932,88.006,NaN,NaN,NaN
-2.8931,88.025,NaN,NaN,NaN
-2.893,88.044,NaN,NaN,NaN
-2.8929,88.064,NaN,NaN,NaN
-2.8928,88.083,NaN,NaN,NaN
-2.8927,88.102,NaN,NaN,NaN
-2.8926,88.121,NaN,NaN,NaN
-2.8925,88.141,NaN,NaN,NaN
-2.8924,88.16,NaN,NaN,NaN
-2.8923,88.179,NaN,NaN,NaN
-2.8922,88.198,NaN,NaN,NaN
-2.8921,88.217,NaN,NaN,NaN
-2.892,88.237,NaN,NaN,NaN
-2.8919,88.256,NaN,NaN,NaN
-2.8918,88.275,NaN,NaN,NaN
-2.8917,88.294,NaN,NaN,NaN
-2.8916,88.313,NaN,NaN,NaN
-2.8915,88.333,NaN,NaN,NaN
-2.8914,88.352,NaN,NaN,NaN
-2.8913,88.371,NaN,NaN,NaN
-2.8912,88.39,NaN,NaN,NaN
-2.8911,88.41,NaN,NaN,NaN
-2.891,88.429,NaN,NaN,NaN
-2.8909,88.448,NaN,NaN,NaN
-2.8908,88.467,NaN,NaN,NaN
-2.8907,88.486,NaN,NaN,NaN
-2.8906,88.506,NaN,NaN,NaN
-2.8905,88.525,NaN,NaN,NaN
-2.8904,88.544,NaN,NaN,NaN
-2.8903,88.563,NaN,NaN,NaN
-2.8902,88.583,NaN,NaN,NaN
-2.8901,88.602,NaN,NaN,NaN
-2.89,88.621,NaN,NaN,NaN
-2.8899,88.64,NaN,NaN,NaN
-2.8898,88.659,NaN,NaN,NaN
-2.8897,88.679,NaN,NaN,NaN
-2.8896,88.698,NaN,NaN,NaN
-2.8895,88.717,NaN,NaN,NaN
-2.8894,88.736,NaN,NaN,NaN
-2.8893,88.756,NaN,NaN,NaN
-2.8892,88.775,NaN,NaN,NaN
-2.8891,88.794,NaN,NaN,NaN
-2.889,88.813,NaN,NaN,NaN
-2.8889,88.832,NaN,NaN,NaN
-2.8888,88.852,NaN,NaN,NaN
-2.8887,88.871,NaN,NaN,NaN
-2.8886,88.89,NaN,NaN,NaN
-2.8885,88.909,NaN,NaN,NaN
-2.8884,88.929,NaN,NaN,NaN
-2.8883,88.948,NaN,NaN,NaN
-2.8882,88.967,NaN,NaN,NaN
-2.8881,88.986,NaN,NaN,NaN
-2.888,89.005,NaN,NaN,NaN
-2.8879,89.025,NaN,NaN,NaN
-2.8878,89.044,NaN,NaN,NaN
-2.8877,89.063,NaN,NaN,NaN
-2.8876,89.082,NaN,NaN,NaN
-2.8875,89.102,NaN,NaN,NaN
-2.8874,89.121,NaN,NaN,NaN
-2.8873,89.14,NaN,NaN,NaN
-2.8872,89.159,NaN,NaN,NaN
-2.8871,89.178,NaN,NaN,NaN
-2.887,89.198,NaN,NaN,NaN
-2.8869,89.217,NaN,NaN,NaN
-2.8868,89.236,NaN,NaN,NaN
-2.8867,89.255,NaN,NaN,NaN
-2.8866,89.275,NaN,NaN,NaN
-2.8865,89.294,NaN,NaN,NaN
-2.8864,89.313,NaN,NaN,NaN
-2.8863,89.332,NaN,NaN,NaN
-2.8862,89.351,NaN,NaN,NaN
-2.8861,89.371,NaN,NaN,NaN
-2.886,89.39,NaN,NaN,NaN
-2.8859,89.409,NaN,NaN,NaN
-2.8858,89.428,NaN,NaN,NaN
-2.8857,89.447,NaN,NaN,NaN
-2.8856,89.467,NaN,NaN,NaN
-2.8855,89.486,NaN,NaN,NaN
-2.8854,89.505,NaN,NaN,NaN
-2.8853,89.524,NaN,NaN,NaN
-2.8852,89.544,NaN,NaN,NaN
-2.8851,89.563,NaN,NaN,NaN
-2.885,89.582,NaN,NaN,NaN
-2.8849,89.601,NaN,NaN,NaN
-2.8848,89.62,NaN,NaN,NaN
-2.8847,89.64,NaN,NaN,NaN
-2.8846,89.659,NaN,NaN,NaN
-2.8845,89.678,NaN,NaN,NaN
-2.8844,89.697,NaN,NaN,NaN
-2.8843,89.717,NaN,NaN,NaN
-2.8842,89.736,NaN,NaN,NaN
-2.8841,89.755,NaN,NaN,NaN
-2.884,89.774,NaN,NaN,NaN
-2.8839,89.793,NaN,NaN,NaN
-2.8838,89.813,NaN,NaN,NaN
-2.8837,89.832,NaN,NaN,NaN
-2.8836,89.851,NaN,NaN,NaN
-2.8835,89.87,NaN,NaN,NaN
-2.8834,89.89,NaN,NaN,NaN
-2.8833,89.909,NaN,NaN,NaN
-2.8832,89.928,NaN,NaN,NaN
-2.8831,89.947,NaN,NaN,NaN
-2.883,89.966,NaN,NaN,NaN
-2.8829,89.986,NaN,NaN,NaN
-2.8828,90.005,NaN,NaN,NaN
-2.8827,90.024,NaN,NaN,NaN
-2.8826,90.043,NaN,NaN,NaN
-2.8825,90.063,NaN,NaN,NaN
-2.8824,90.082,NaN,NaN,NaN
-2.8823,90.101,NaN,NaN,NaN
-2.8822,90.12,NaN,NaN,NaN
-2.8821,90.139,NaN,NaN,NaN
-2.882,90.159,NaN,NaN,NaN
-2.8819,90.178,NaN,NaN,NaN
-2.8818,90.197,NaN,NaN,NaN
-2.8817,90.216,NaN,NaN,NaN
-2.8816,90.236,NaN,NaN,NaN
-2.8815,90.255,NaN,NaN,NaN
-2.8814,90.274,NaN,NaN,NaN
-2.8813,90.293,NaN,NaN,NaN
-2.8812,90.312,NaN,NaN,NaN
-2.8811,90.332,NaN,NaN,NaN
-2.881,90.351,NaN,NaN,NaN
-2.8809,90.37,NaN,NaN,NaN
-2.8808,90.389,NaN,NaN,NaN
-2.8807,90.408,NaN,NaN,NaN
-2.8806,90.428,NaN,NaN,NaN
-2.8805,90.447,NaN,NaN,NaN
-2.8804,90.466,NaN,NaN,NaN
-2.8803,90.485,NaN,NaN,NaN
-2.8802,90.505,NaN,NaN,NaN
-2.8801,90.524,NaN,NaN,NaN
-2.88,90.543,NaN,NaN,NaN
-2.8799,90.562,NaN,NaN,NaN
-2.8798,90.581,NaN,NaN,NaN
-2.8797,90.601,NaN,NaN,NaN
-2.8796,90.62,NaN,NaN,NaN
-2.8795,90.639,NaN,NaN,NaN
-2.8794,90.658,NaN,NaN,NaN
-2.8793,90.678,NaN,NaN,NaN
-2.8792,90.697,NaN,NaN,NaN
-2.8791,90.716,NaN,NaN,NaN
-2.879,90.735,NaN,NaN,NaN
-2.8789,90.754,NaN,NaN,NaN
-2.8788,90.774,NaN,NaN,NaN
-2.8787,90.793,NaN,NaN,NaN
-2.8786,90.812,NaN,NaN,NaN
-2.8785,90.831,NaN,NaN,NaN
-2.8784,90.851,NaN,NaN,NaN
-2.8783,90.87,NaN,NaN,NaN
-2.8782,90.889,NaN,NaN,NaN
-2.8781,90.908,NaN,NaN,NaN
-2.878,90.927,NaN,NaN,NaN
-2.8779,90.947,NaN,NaN,NaN
-2.8778,90.966,NaN,NaN,NaN
-2.8777,90.985,NaN,NaN,NaN
-2.8776,91.004,NaN,NaN,NaN
-2.8775,91.024,NaN,NaN,NaN
-2.8774,91.043,NaN,NaN,NaN
-2.8773,91.062,NaN,NaN,NaN
-2.8772,91.081,NaN,NaN,NaN
-2.8771,91.1,NaN,NaN,NaN
-2.877,91.12,NaN,NaN,NaN
-2.8769,91.139,NaN,NaN,NaN
-2.8768,91.158,NaN,NaN,NaN
-2.8767,91.177,NaN,NaN,NaN
-2.8766,91.197,NaN,NaN,NaN
-2.8765,91.216,NaN,NaN,NaN
-2.8764,91.235,NaN,NaN,NaN
-2.8763,91.254,NaN,NaN,NaN
-2.8762,91.273,NaN,NaN,NaN
-2.8761,91.293,NaN,NaN,NaN
-2.876,91.312,NaN,NaN,NaN
-2.8759,91.331,NaN,NaN,NaN
-2.8758,91.35,NaN,NaN,NaN
-2.8757,91.37,NaN,NaN,NaN
-2.8756,91.389,NaN,NaN,NaN
-2.8755,91.408,NaN,NaN,NaN
-2.8754,91.427,NaN,NaN,NaN
-2.8753,91.446,NaN,NaN,NaN
-2.8752,91.466,NaN,NaN,NaN
-2.8751,91.485,NaN,NaN,NaN
-2.875,91.504,NaN,NaN,NaN
-2.8749,91.523,NaN,NaN,NaN
-2.8748,91.542,NaN,NaN,NaN
-2.8747,91.562,NaN,NaN,NaN
-2.8746,91.581,NaN,NaN,NaN
-2.8745,91.6,NaN,NaN,NaN
-2.8744,91.619,NaN,NaN,NaN
-2.8743,91.639,NaN,NaN,NaN
-2.8742,91.658,NaN,NaN,NaN
-2.8741,91.677,NaN,NaN,NaN
-2.874,91.696,NaN,NaN,NaN
-2.8739,91.715,NaN,NaN,NaN
-2.8738,91.735,NaN,NaN,NaN
-2.8737,91.754,NaN,NaN,NaN
-2.8736,91.773,NaN,NaN,NaN
-2.8735,91.792,NaN,NaN,NaN
-2.8734,91.812,NaN,NaN,NaN
-2.8733,91.831,NaN,NaN,NaN
-2.8732,91.85,NaN,NaN,NaN
-2.8731,91.869,NaN,NaN,NaN
